clause_id,service_name,document_type,section_heading,clause_text_original,clause_text_clean,source_url,risk_level,risk_score,risk_categories,evidence_text,matched_rule_ids,label_method,label_confidence,needs_review,matched_tosdr_title,matched_tosdr_classification,matched_tosdr_topic_id,match_similarity,split,weak_label_notice
47bd4281e7d96777,Facebook,terms_of_service,Conditions de service,Nous mettons à jour les Conditions de service de Meta. Ces mises à jour prendront effet le 1er janvier 2025. Consulter les nouvelles conditions.,Nous mettons à jour les Conditions de service de Meta. Ces mises à jour prendront effet le 1er janvier 2025. Consulter les nouvelles conditions.,https://facebook.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0311,val,AI-assisted weak label; requires human review before use as gold data
23de0376b84a32b0,Facebook,terms_of_service,Conditions de service,"Meta conçoit des technologies et des services qui permettent à chacun et à chacune d’entrer en contact, de former des communautés et de développer les activités de leur entreprise. Les présentes Conditions de service (les « Conditions ») régissent votre utilisation de Facebook, de Messenger et d’autres produits, fonctionnalités, applications, services, technologies et logiciels que nous proposons (les Produits Meta ou les Produits), sauf lorsque nous indiquons expressément que des conditions distinctes s’appliquent au lieu des présentes. Ces Produits vous sont fournis par Meta Platforms, Inc.","Meta conçoit des technologies et des services qui permettent à chacun et à chacune d’entrer en contact, de former des communautés et de développer les activités de leur entreprise. Les présentes Conditions de service (les « Conditions ») régissent votre utilisation de Facebook, de Messenger et d’autres produits, fonctionnalités, applications, services, technologies et logiciels que nous proposons (les Produits Meta ou les Produits), sauf lorsque nous indiquons expressément que des conditions distinctes s’appliquent au lieu des présentes. Ces Produits vous sont fournis par Meta Platforms, Inc.",https://facebook.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0216,val,AI-assisted weak label; requires human review before use as gold data
d0fec02ae63cf434,Facebook,terms_of_service,Conditions de service,"Nous ne vous facturons pas l’utilisation de Facebook ou des autres produits et services inclus dans les présentes Conditions, sauf indication contraire de notre part. En revanche, des entreprises, des organisations et d’autres personnes nous payent dans le but de vous montrer des publicités pour leurs produits et services. Nos Produits vous permettent de vous connecter avec vos amis et des communautés ainsi que de recevoir du contenu personnalisé et de voir des publicités que vous devriez à notre avis trouver pertinentes en fonction de vos centres d’intérêt. En utilisant nos Produits, vous acceptez que nous vous montrions des publicités que nous estimons pertinentes pour vous en fonction de vos intérêts. Nous utilisons vos données à caractère personnel afin de définir les publicités personnalisées à vous montrer.","Nous ne vous facturons pas l’utilisation de Facebook ou des autres produits et services inclus dans les présentes Conditions, sauf indication contraire de notre part. En revanche, des entreprises, des organisations et d’autres personnes nous payent dans le but de vous montrer des publicités pour leurs produits et services. Nos Produits vous permettent de vous connecter avec vos amis et des communautés ainsi que de recevoir du contenu personnalisé et de voir des publicités que vous devriez à notre avis trouver pertinentes en fonction de vos centres d’intérêt. En utilisant nos Produits, vous acceptez que nous vous montrions des publicités que nous estimons pertinentes pour vous en fonction de vos intérêts. Nous utilisons vos données à caractère personnel afin de définir les publicités personnalisées à vous montrer.",https://facebook.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0103,val,AI-assisted weak label; requires human review before use as gold data
b7dde71d23b50de0,Facebook,terms_of_service,Conditions de service,"Nous ne vendons pas vos données à caractère personnel aux annonceurs et ne partageons pas avec eux d’informations permettant de vous identifier directement (telles que votre nom, votre adresse e-mail ou toutes autres coordonnées), sauf autorisation expresse de votre part. À la place, les annonceurs nous donnent des informations, telles que le type d’audience à qui ils souhaitent montrer leurs publicités, et nous diffusons ces publicités auprès des personnes susceptibles d’être intéressées. Nous envoyons aux annonceurs des rapports sur les performances de leurs publicités pour les aider à comprendre comment les personnes interagissent avec leur contenu. Consultez l’article 2 ci-dessous pour en savoir plus sur le fonctionnement des publicités personnalisées sur les Produits Meta en vertu des présentes Conditions.","Nous ne vendons pas vos données à caractère personnel aux annonceurs et ne partageons pas avec eux d’informations permettant de vous identifier directement (telles que votre nom, votre adresse e-mail ou toutes autres coordonnées), sauf autorisation expresse de votre part. À la place, les annonceurs nous donnent des informations, telles que le type d’audience à qui ils souhaitent montrer leurs publicités, et nous diffusons ces publicités auprès des personnes susceptibles d’être intéressées. Nous envoyons aux annonceurs des rapports sur les performances de leurs publicités pour les aider à comprendre comment les personnes interagissent avec leur contenu. Consultez l’article 2 ci-dessous pour en savoir plus sur le fonctionnement des publicités personnalisées sur les Produits Meta en vertu des présentes Conditions.",https://facebook.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0153,val,AI-assisted weak label; requires human review before use as gold data
aa110db9b73490d5,Facebook,terms_of_service,Conditions de service,Notre Politique de confidentialité explique comment nous collectons et utilisons vos données à caractère personnel afin de définir les publicités que vous voyez et de vous fournir tous les services décrits ci-dessous. Vous pouvez également accéder à tout moment aux pages de paramètres du Produit Meta correspondant afin d’examiner les options de confidentialité dont vous disposez concernant l’utilisation que nous faisons de vos données.,Notre Politique de confidentialité explique comment nous collectons et utilisons vos données à caractère personnel afin de définir les publicités que vous voyez et de vous fournir tous les services décrits ci-dessous. Vous pouvez également accéder à tout moment aux pages de paramètres du Produit Meta correspondant afin d’examiner les options de confidentialité dont vous disposez concernant l’utilisation que nous faisons de vos données.,https://facebook.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0085,val,AI-assisted weak label; requires human review before use as gold data
7582e4e74823c0da,Facebook,terms_of_service,1. Les services que nous fournissons,"Notre mission est d’offrir la possibilité de construire une communauté et de rapprocher le monde. Pour faire avancer cette mission, nous vous fournissons les Produits et les services décrits ci-dessous :","Notre mission est d’offrir la possibilité de construire une communauté et de rapprocher le monde. Pour faire avancer cette mission, nous vous fournissons les Produits et les services décrits ci-dessous :",https://facebook.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0118,val,AI-assisted weak label; requires human review before use as gold data
bc2019a0625dbe61,Facebook,terms_of_service,1. Les services que nous fournissons,"Nous vous fournissons une expérience personnalisée : votre expérience sur Facebook ne ressemble à celle de personne d’autre. Qu’il s’agisse des publications, des stories, des évènements, des publicités et des autres contenus que vous voyez dans le fil d’actualité Facebook ou sur notre plateforme vidéo, ou des Pages Facebook auxquelles vous êtes abonné et des autres fonctionnalités que vous pouvez utiliser, telles que Facebook Marketplace et la recherche. Par exemple, nous utilisons les données à propos des connexions que vous établissez, des options et des paramètres que vous sélectionnez, et de ce que vous partagez et faites sur nos Produits et en dehors pour personnaliser votre expérience.","Nous vous fournissons une expérience personnalisée : votre expérience sur Facebook ne ressemble à celle de personne d’autre. Qu’il s’agisse des publications, des stories, des évènements, des publicités et des autres contenus que vous voyez dans le fil d’actualité Facebook ou sur notre plateforme vidéo, ou des Pages Facebook auxquelles vous êtes abonné et des autres fonctionnalités que vous pouvez utiliser, telles que Facebook Marketplace et la recherche. Par exemple, nous utilisons les données à propos des connexions que vous établissez, des options et des paramètres que vous sélectionnez, et de ce que vous partagez et faites sur nos Produits et en dehors pour personnaliser votre expérience.",https://facebook.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0,val,AI-assisted weak label; requires human review before use as gold data
c463a002a2e637be,Facebook,terms_of_service,1. Les services que nous fournissons,"Nous vous mettons en contact avec les personnes et les organisations qui comptent pour vous : nous vous aidons à trouver et à contacter les personnes, les groupes, les entreprises, les organisations et autres qui comptent pour vous sur l’ensemble des Produits Meta que vous utilisez. Nous utilisons les données pour présenter des suggestions, à vous comme à d’autres personnes, par exemple des groupes à rejoindre, des évènements auxquels participer, des Pages Facebook auxquelles s’abonner ou envoyer un message, des programmes à regarder et des personnes avec lesquelles vous pourriez vouloir devenir ami. Les meilleures communautés sont fondées sur des liens forts et nous pensons que nos services sont plus utiles lorsque les individus sont connectés aux personnes, aux groupes et aux organisations qui comptent pour eux.","Nous vous mettons en contact avec les personnes et les organisations qui comptent pour vous : nous vous aidons à trouver et à contacter les personnes, les groupes, les entreprises, les organisations et autres qui comptent pour vous sur l’ensemble des Produits Meta que vous utilisez. Nous utilisons les données pour présenter des suggestions, à vous comme à d’autres personnes, par exemple des groupes à rejoindre, des évènements auxquels participer, des Pages Facebook auxquelles s’abonner ou envoyer un message, des programmes à regarder et des personnes avec lesquelles vous pourriez vouloir devenir ami. Les meilleures communautés sont fondées sur des liens forts et nous pensons que nos services sont plus utiles lorsque les individus sont connectés aux personnes, aux groupes et aux organisations qui comptent pour eux.",https://facebook.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.017,val,AI-assisted weak label; requires human review before use as gold data
8e6e1d6c76d7e3a0,Facebook,terms_of_service,1. Les services que nous fournissons,"Nous vous donnons les moyens de vous exprimer et de communiquer à propos de ce qui compte pour vous : il existe de nombreuses manières de vous exprimer sur Facebook pour communiquer avec vos amis, votre famille et d’autres personnes à propos de ce qui compte pour vous, par exemple le partage de statuts, de photos, de vidéos et de stories à travers les Produits Meta (conformément à vos paramètres), l’envoi de messages, les appels vocaux ou vidéo avec un ami ou plusieurs personnes, la création d’évènements ou de groupes, l’ajout de contenu à votre profil, ainsi que l’affichage de la manière dont les autres réagissent à votre contenu. Nous avons également développé de nouvelles manières d’utiliser la technologie, telles que la réalité augmentée et la vidéo 360 pour créer et partager des contenus plus expressifs et attrayants sur les Produits Meta, et nous continuons d’explorer cette voie.","Nous vous donnons les moyens de vous exprimer et de communiquer à propos de ce qui compte pour vous : il existe de nombreuses manières de vous exprimer sur Facebook pour communiquer avec vos amis, votre famille et d’autres personnes à propos de ce qui compte pour vous, par exemple le partage de statuts, de photos, de vidéos et de stories à travers les Produits Meta (conformément à vos paramètres), l’envoi de messages, les appels vocaux ou vidéo avec un ami ou plusieurs personnes, la création d’évènements ou de groupes, l’ajout de contenu à votre profil, ainsi que l’affichage de la manière dont les autres réagissent à votre contenu. Nous avons également développé de nouvelles manières d’utiliser la technologie, telles que la réalité augmentée et la vidéo 360 pour créer et partager des contenus plus expressifs et attrayants sur les Produits Meta, et nous continuons d’explorer cette voie.",https://facebook.com,Medium,60,tracking_profiling,profil,R003,explainable_rules,0.65,False,,,,0.0119,val,AI-assisted weak label; requires human review before use as gold data
938cf277a805dc66,Facebook,terms_of_service,1. Les services que nous fournissons,"Nous vous aidons à découvrir du contenu, des produits et des services susceptibles de vous intéresser : nous vous montrons des publicités personnalisées, des offres et d’autres contenus commerciaux ou sponsorisés afin de vous aider à découvrir du contenu, des produits et des services qui sont proposés par les nombreuses entreprises et organisations qui utilisent Facebook et d’autres Produits Meta. La section 2 ci-dessous offre des explications plus détaillées.","Nous vous aidons à découvrir du contenu, des produits et des services susceptibles de vous intéresser : nous vous montrons des publicités personnalisées, des offres et d’autres contenus commerciaux ou sponsorisés afin de vous aider à découvrir du contenu, des produits et des services qui sont proposés par les nombreuses entreprises et organisations qui utilisent Facebook et d’autres Produits Meta. La section 2 ci-dessous offre des explications plus détaillées.",https://facebook.com,Low,20,,,,default_low_unverified,0.25,True,,,,0.0136,val,AI-assisted weak label; requires human review before use as gold data
